_index,_type,_id,_score,_source.id,_source.names.en,_source.names.vi,_source.names.fr,_source.types,_source.weight,_source.source,_source.name,_source.indexed,_source.names.de,_source.synonyms.en
profession-test,_doc,dental_assistant,0.043408982,dental_assistant,Dental Assistant,Trợ lí nha sĩ,Assistante dentaire,job title,10,category-test,Dental Assistant,1652174966259,,
profession-test,_doc,department_manager,0.043408982,department_manager,Department Manager,Trưởng phòng,Gestionnaire département,job title,10,category-test,Department Manager,1652174966259,,
profession-test,_doc,department_specialist,0.043408982,department_specialist,Department Specialist,Chuyên Khoa,Spécialiste Département,job title,10,category-test,Department Specialist,1652174966259,,
profession-test,_doc,design_director,0.043408982,design_director,Design Director,"giám đốc, người quản lý, đạo diễn thiết kế",Directeur du design,job title,10,category-test,Design Director,1652175057087,,
profession-test,_doc,design_engineer,0.043408982,design_engineer,Design Engineer,Kỹ sư thiết kế,Ingénieur Design,job title,10,category-test,Design Engineer,1652175057087,,
profession-test,_doc,designer,0.043408982,designer,Designer,Nhà thiết kế,Designer,job title,10,category-test,Designer,1652175057087,,
profession-test,_doc,developer,0.043408982,developer,Developer,Nhà phát triển,Développeur,job title,10,category-test,Developer,1652175057087,,
profession-test,_doc,development_manager,0.043408982,development_manager,Development Manager,Giám đốc phát triển,Directeur du développement,job title,10,category-test,Development Manager,1652175057087,,
profession-test,_doc,devops_engineer,0.043408982,devops_engineer,DevOps Engineer,Kỹ sư DevOps,Ingénieur DevOps,job title,10,category-test,DevOps Engineer,1652175057087,,
profession-test,_doc,diesel_mechanic,0.043408982,diesel_mechanic,Diesel Mechanic,diesel Mechanic,Mécanicien diesel,job title,10,category-test,Diesel Mechanic,1652175057087,,
profession-test,_doc,dietary_aide,0.043408982,dietary_aide,Dietary Aide,Aide chế độ ăn uống,Aide alimentaire,job title,10,category-test,Dietary Aide,1652175057087,,
profession-test,_doc,digital_coordinator,0.043408982,digital_coordinator,Digital Coordinator,Điều phối viên kỹ thuật số,Coordinateur numérique,job title,10,category-test,Digital Coordinator,1652175057087,,
profession-test,_doc,digital_marketing_director,0.043408982,digital_marketing_director,Digital Marketing Director,Giám đốc tiếp thị kỹ thuật số,Directeur du marketing numérique,job title,10,category-test,Digital Marketing Director,1652175057087,,
profession-test,_doc,digital_marketing_manager,0.043408982,digital_marketing_manager,Digital Marketing Manager,Giám đốc Marketing kỹ thuật số,Directeur du marketing numérique,job title,10,category-test,Digital Marketing Manager,1652175057087,,
profession-test,_doc,digital_marketing_specialist,0.043408982,digital_marketing_specialist,Digital Marketing Specialist,Chuyên gia Digital Marketing,Spécialiste du marketing numérique,job title,10,category-test,Digital Marketing Specialist,1652175057087,,
profession-test,_doc,digital_specialist,0.043408982,digital_specialist,Digital Specialist,Chuyên gia kỹ thuật số,Spécialiste numérique,job title,10,category-test,Digital Specialist,1652175057087,,
profession-test,_doc,digital_strategist,0.043408982,digital_strategist,Digital Strategist,Nhà chiến lược kỹ thuật số,stratège numérique,job title,10,category-test,Digital Strategist,1652175057087,,
profession-test,_doc,embedded_software_engineer,0.043408982,embedded_software_engineer,Embedded Software Engineer,Kỹ sư phần mềm nhúng,Ingénieur logiciel embarqué,job title,10,category-test,Embedded Software Engineer,1652175057087,,
profession-test,_doc,emergency_medicine_physician,0.043408982,emergency_medicine_physician,Emergency Medicine Physician,Bác sĩ y khoa khẩn cấp,Médecin de médecine d'urgence,job title,10,category-test,Emergency Medicine Physician,1652175057087,,
profession-test,_doc,emergency_room_nurse,0.043408982,emergency_room_nurse,Emergency Room Nurse,Khẩn cấp Y tá Phòng,Infirmière salle d'urgence,job title,10,category-test,Emergency Room Nurse,1652175057087,,
profession-test,_doc,engagement_manager,0.043408982,engagement_manager,Engagement Manager,Giám đốc quan,Chef de recrutement,job title,10,category-test,Engagement Manager,1652175057087,,
profession-test,_doc,engineer,0.043408982,engineer,Engineer,Kỹ sư,Ingénieur,job title,10,category-test,Engineer,1652175057087,,
profession-test,_doc,engineer_intern,0.043408982,engineer_intern,Engineer Intern,Kỹ sư thực tập,stagiaire Ingénieur,job title,10,category-test,Engineer Intern,1652175057087,,
profession-test,_doc,engineering_manager,0.043408982,engineering_manager,Engineering Manager,Quản lý kỹ sư,Directeur de l'Ingénierie,job title,10,category-test,Engineering Manager,1652175057087,,
profession-test,_doc,engineering_technician,0.043408982,engineering_technician,Engineering Technician,Kĩ sư khoa học,Technicien en génie,job title,10,category-test,Engineering Technician,1652175057087,,
profession-test,_doc,english_second_language_teacher,0.043408982,english_second_language_teacher,English Second Language Teacher,Giáo viên Tiếng Anh ngôn ngữ thứ hai,Anglais langue seconde Enseignant,job title,10,category-test,English Second Language Teacher,1652175057087,,
profession-test,_doc,english_teacher,0.043408982,english_teacher,English Teacher,Giáo viên tiếng Anh,Professeur d'anglais,job title,10,category-test,English Teacher,1652175057087,,
profession-test,_doc,enterprise_account_executive,0.043408982,enterprise_account_executive,Enterprise Account Executive,Điều hành tài khoản doanh nghiệp,Enterprise Account Executive,job title,10,category-test,Enterprise Account Executive,1652175057087,,
profession-test,_doc,environment_health_and_safety_manager,0.043408982,environment_health_and_safety_manager,"Environment, Health and Safety Manager","Môi trường, Y tế và Quản lý An toàn","Environnement, Santé et Sécurité",job title,10,category-test,"Environment, Health and Safety Manager",1652175057087,,
profession-test,_doc,environmental_engineer,0.043408982,environmental_engineer,Environmental Engineer,Kĩ sư môi trường,Ingénieur environnemental,job title,10,category-test,Environmental Engineer,1652175057087,,
profession-test,_doc,environmental_specialist,0.043408982,environmental_specialist,Environmental Specialist,chuyên gia môi trường,Spécialiste de l'environnement,job title,10,category-test,Environmental Specialist,1652175057087,,
profession-test,_doc,equity_research_associate,0.043408982,equity_research_associate,Equity Research Associate,Equity Research Associate,Equity Research Associate,job title,10,category-test,Equity Research Associate,1652175057087,,
profession-test,_doc,estimator,0.043408982,estimator,Estimator,Người định giá,Estimateur,job title,10,category-test,Estimator,1652175057087,,
profession-test,_doc,etl_developer,0.043408982,etl_developer,ETL Developer,ETL Developer,développeur ETL,job title,10,category-test,ETL Developer,1652175057087,,
profession-test,_doc,event_coordinator,0.043408982,event_coordinator,Event Coordinator,Điều phối viên tổ chức sự kiện,Coordinateur d'évenements,job title,10,category-test,Event Coordinator,1652175057087,,
profession-test,_doc,event_manager,0.043408982,event_manager,Event Manager,Quản lý sự kiện,Responsable de l'événement,job title,10,category-test,Event Manager,1652175057087,,
profession-test,_doc,event_specialist,0.043408982,event_specialist,Event Specialist,Chuyên gia tổ chức sự kiện,Spécialiste de l'événement,job title,10,category-test,Event Specialist,1652175057087,,
profession-test,_doc,executive_administrative_assistant,0.043408982,executive_administrative_assistant,Executive Administrative Assistant,Trợ lý hành chính điều hành,Adjointe administrative exécutive,job title,10,category-test,Executive Administrative Assistant,1652175057087,,
profession-test,_doc,executive_assistant,0.043408982,executive_assistant,Executive Assistant,Trợ lý điều hành,Assistant exécutif,job title,10,category-test,Executive Assistant,1652175057087,,
profession-test,_doc,executive_chef,0.043408982,executive_chef,Executive Chef,Bếp trưởng,Chef executif,job title,10,category-test,Executive Chef,1652175057087,,
profession-test,_doc,experience_manager,0.043408982,experience_manager,Experience Manager,Kinh nghiệm quản lý,Experience Manager,job title,10,category-test,Experience Manager,1652175057087,,
profession-test,_doc,facilities_manager,0.043408982,facilities_manager,Facilities Manager,Quản lý cơ sở,Gestionnaire des installations,job title,10,category-test,Facilities Manager,1652175057087,,
profession-test,_doc,bookkeeper,0.043408982,bookkeeper,Bookkeeper,Kế toán viên,Comptable,job title,10,category-test,Bookkeeper,1652175057087,,
profession-test,_doc,boss,0.043408982,boss,Boss,Ông chủ,Patron,job title,10,category-test,Boss,1652175057087,,
profession-test,_doc,branch_manager,0.043408982,branch_manager,Branch Manager,Giám đốc chi nhánh,Directeur de succursale,job title,10,category-test,Branch Manager,1652175057087,,
profession-test,_doc,brand_manager,0.043408982,brand_manager,Brand Manager,Quản lý thương hiệu,Brand Manager,job title,10,category-test,Brand Manager,1652175057087,,
profession-test,_doc,brand_representative,0.043408982,brand_representative,Brand Representative,Đại diện thương hiệu,Représentant de la marque,job title,10,category-test,Brand Representative,1652175057087,,
profession-test,_doc,business_analyst,0.043408982,business_analyst,Business Analyst,Phân tích kinh doanh,Analyste d'affaires,job title,10,category-test,Business Analyst,1652175057087,,
profession-test,_doc,business_development_associate,0.043408982,business_development_associate,Business Development Associate,Phát triển Kinh doanh,Expansion des affaires,job title,10,category-test,Business Development Associate,1652175057087,,
profession-test,_doc,business_development_manager,0.043408982,business_development_manager,Business Development Manager,Giám đốc phát triển kinh doanh,Business Development Manager,job title,10,category-test,Business Development Manager,1652175057087,,
profession-test,_doc,business_development_representative,0.043408982,business_development_representative,Business Development Representative,Đại diện phát triển kinh doanh,Représentant du développement des affaires,job title,10,category-test,Business Development Representative,1652175057087,,
profession-test,_doc,business_development_specialist,0.043408982,business_development_specialist,Business Development Specialist,Chuyên gia phát triển kinh doanh,Spécialiste du développement des affaires,job title,10,category-test,Business Development Specialist,1652175057087,,
profession-test,_doc,business_intelligence_analyst,0.043408982,business_intelligence_analyst,Business Intelligence Analyst,Chuyên viên phân tích Kinh doanh thông minh,Analyste Business Intelligence,job title,10,category-test,Business Intelligence Analyst,1652175057087,,
profession-test,_doc,business_intelligence_developer,0.043408982,business_intelligence_developer,Business Intelligence Developer,Nhà phát triển kinh doanh thông minh,Business Intelligence Developer,job title,10,category-test,Business Intelligence Developer,1652175057087,,
profession-test,_doc,business_operations_manager,0.043408982,business_operations_manager,Business Operations Manager,Business Operations Manager,Gestionnaire des opérations commerciales,job title,10,category-test,Business Operations Manager,1652175057087,,
profession-test,_doc,business_specialist,0.043408982,business_specialist,Business Specialist,Chuyên kinh doanh,Spécialiste en affaires,job title,10,category-test,Business Specialist,1652175057087,,
profession-test,_doc,business_system_analyst,0.043408982,business_system_analyst,Business System Analyst,Chuyên viên phân tích Hệ thống kinh doanh,Analyste Business System,job title,10,category-test,Business System Analyst,1652175057087,,
profession-test,_doc,busser,0.043408982,busser,Busser,Busser,Busser,job title,10,category-test,Busser,1652175057087,,
profession-test,_doc,buyer,0.043408982,buyer,Buyer,Người mua,Acheteur,job title,10,category-test,Buyer,1652175057087,,
profession-test,_doc,call_center_representative,0.043408982,call_center_representative,Call Center Representative,Gọi đại diện Trung tâm,Appelez le représentant du Centre,job title,10,category-test,Call Center Representative,1652175057087,,
profession-test,_doc,care_specialist,0.043408982,care_specialist,Care Specialist,Chuyên gia chăm sóc,Spécialiste des soins,job title,10,category-test,Care Specialist,1652175057087,,
profession-test,_doc,caregiver,0.043408982,caregiver,Caregiver,người chăm sóc,Soignant,job title,10,category-test,Caregiver,1652175057087,,
profession-test,_doc,case_management_nurse,0.043408982,case_management_nurse,Case Management Nurse,Y tá Case Management,Nurse cas,job title,10,category-test,Case Management Nurse,1652175057087,,
profession-test,_doc,case_manager,0.043408982,case_manager,Case Manager,Quản lý hồ sơ,Chargé de dossiers,job title,10,category-test,Case Manager,1652175057087,,
profession-test,_doc,cash_specialist,0.043408982,cash_specialist,Cash Specialist,Chuyên gia tiền mặt,Spécialiste en espèces,job title,10,category-test,Cash Specialist,1652175057087,,
profession-test,_doc,cashier,0.043408982,cashier,Cashier,Thu ngân,La caissière,job title,10,category-test,Cashier,1652175057087,,
profession-test,_doc,category_manager,0.043408982,category_manager,Category Manager,Category Manager,Category Manager,job title,10,category-test,Category Manager,1652175057087,,
profession-test,_doc,automation_engineer,0.043408982,automation_engineer,Automation Engineer,Kỹ sư tự động hóa,Ingénieur Automation,job title,10,category-test,Automation Engineer,1652175057087,,
profession-test,_doc,automotive_technician,0.043408982,automotive_technician,Automotive Technician,ô tô Kỹ thuật viên,Technicien automobile,job title,10,category-test,Automotive Technician,1652175057087,,
profession-test,_doc,babysitter,0.043408982,babysitter,Babysitter,Người trông trẻ,Baby-sitter,job title,10,category-test,Babysitter,1652175057087,,
profession-test,_doc,back_end_developer,0.043408982,back_end_developer,Back End Developer,Back End Developer,Retour Fin développeur,job title,10,category-test,Back End Developer,1652175057087,,
profession-test,_doc,baker,0.043408982,baker,Baker,Thợ làm bánh,Boulanger,job title,10,category-test,Baker,1652175057087,,
profession-test,_doc,barista,0.043408982,barista,Barista,Thợ pha cà phê,Barista,job title,10,category-test,Barista,1652175057087,,
profession-test,_doc,bartender,0.043408982,bartender,Bartender,Người pha rượu,Barman,job title,10,category-test,Bartender,1652175057087,,
profession-test,_doc,big_data_developer,0.043408982,big_data_developer,Big Data Developer,Big dữ liệu cho nhà phát triển,Développeur Big Data,job title,10,category-test,Big Data Developer,1652175057087,,
profession-test,_doc,billing_specialist,0.043408982,billing_specialist,Billing Specialist,Chuyên thanh toán,Spécialiste de facturation,job title,10,category-test,Billing Specialist,1652175057087,,
profession-test,_doc,account_coordinator,0.043408982,account_coordinator,Account Coordinator,Điều phối viên tài khoản,Coordinateur du compte,job title,10,category-test,Account Coordinator,1652175057087,,
profession-test,_doc,account_director,0.043408982,account_director,Account Director,Giám đốc tài khoản,Directeur de compte,job title,10,category-test,Account Director,1652175057087,,
profession-test,_doc,account_executive,0.043408982,account_executive,Account Executive,Điều hành tài khoản,Compte executif,job title,10,category-test,Account Executive,1652175057087,,
profession-test,_doc,account_manager,0.043408982,account_manager,Account Manager,Quản lý tài khoản,Gestionnaire de compte,job title,10,category-test,Account Manager,1652175057087,,
profession-test,_doc,account_representative,0.043408982,account_representative,Account Representative,Đại diện tài khoản,Représentant de compte,job title,10,category-test,Account Representative,1652175057087,,
profession-test,_doc,accountant,0.043408982,accountant,Accountant,Kế toán viên,Comptable,job title,10,category-test,Accountant,1652175057087,,
profession-test,_doc,accounting_assistant,0.043408982,accounting_assistant,Accounting Assistant,Trợ lý kế toán,Assistant de comptabilité,job title,10,category-test,Accounting Assistant,1652175057087,,
profession-test,_doc,accounting_clerk,0.043408982,accounting_clerk,Accounting Clerk,Nhân viên kế toán,Commis comptable,job title,10,category-test,Accounting Clerk,1652175057087,,
profession-test,_doc,accounting_manager,0.043408982,accounting_manager,Accounting Manager,Trưởng phòng Kế toán,Responsable de la comptabilité,job title,10,category-test,Accounting Manager,1652175057087,,
profession-test,_doc,accounting_specialist,0.043408982,accounting_specialist,Accounting Specialist,Chuyên gia kế toán,Spécialiste en comptabilité,job title,10,category-test,Accounting Specialist,1652175057087,,
profession-test,_doc,accounts_payable_specialist,0.043408982,accounts_payable_specialist,Accounts Payable Specialist,Accounts Payable Chuyên gia,Comptes spécialisés à payer,job title,10,category-test,Accounts Payable Specialist,1652175057087,,
profession-test,_doc,accounts_receivable_specialist,0.043408982,accounts_receivable_specialist,Accounts Receivable Specialist,Accounts Receivable Chuyên gia,Comptes à recevoir Specialist,job title,10,category-test,Accounts Receivable Specialist,1652175057087,,
profession-test,_doc,adjunct_professor,0.043408982,adjunct_professor,Adjunct Professor,phụ tá pháp lý,Professeur adjoint,job title,10,category-test,Adjunct Professor,1652175057087,,
profession-test,_doc,administrative_assistant,0.043408982,administrative_assistant,Administrative Assistant,Trợ lý hành chính,Assistant administratif,job title,10,category-test,Administrative Assistant,1652175057087,,
profession-test,_doc,administrative_coordinator,0.043408982,administrative_coordinator,Administrative Coordinator,Điều phối viên hành chính,Coordonnateur administratif,job title,10,category-test,Administrative Coordinator,1652175057087,,
profession-test,_doc,administrative_specialist,0.043408982,administrative_specialist,Administrative Specialist,Chuyên gia quản trị,Spécialiste administratif,job title,10,category-test,Administrative Specialist,1652175057087,,
profession-test,_doc,administrator,0.043408982,administrator,Administrator,Người quản lý,Administrateur,job title,10,category-test,Administrator,1652175057087,,
profession-test,_doc,advisor,0.043408982,advisor,Advisor,Cố vấn,Conseiller,job title,10,category-test,Advisor,1652175057087,,
profession-test,_doc,advocate,0.043408982,advocate,Advocate,Biện hộ,Avocat,job title,10,category-test,Advocate,1652175057087,,
profession-test,_doc,ambassador,0.043408982,ambassador,Ambassador,Đại sứ,Ambassadeur,job title,10,category-test,Ambassador,1652175057087,,
profession-test,_doc,analyst,0.043408982,analyst,Analyst,Chuyên viên phân tích,Analyste,job title,10,category-test,Analyst,1652175057087,,
profession-test,_doc,analytics_manager,0.043408982,analytics_manager,Analytics Manager,Quản lý Analytics,Analytics Responsable,job title,10,category-test,Analytics Manager,1652175057087,,
profession-test,_doc,analytics_specialist,0.043408982,analytics_specialist,Analytics Specialist,Chuyên gia phân tích,Spécialiste Analytics,job title,10,category-test,Analytics Specialist,1652175057087,,
profession-test,_doc,android_developer,0.043408982,android_developer,Android Developer,Nhà phát triển Android,développeur Android,job title,10,category-test,Android Developer,1652175057087,,
profession-test,_doc,application_developer,0.043408982,application_developer,Application Developer,Nhà phát triển ứng dụng,Développeur d'applications,job title,10,category-test,Application Developer,1652175057087,,
profession-test,_doc,application_engineer,0.043408982,application_engineer,Application Engineer,Kỹ sư ứng dụng,Ingénieur d'application,job title,10,category-test,Application Engineer,1652175057087,,
profession-test,_doc,architect,0.043408982,architect,Architect,Kiến trúc sư,Architecte,job title,10,category-test,Architect,1652175057087,,
profession-test,_doc,area_manager,0.043408982,area_manager,Area Manager,Quản lý khu vực,Chef de secteur,job title,10,category-test,Area Manager,1652175057087,,
profession-test,_doc,area_sales_manager,0.043408982,area_sales_manager,Area Sales Manager,Quản lý bán hàng khu vực,Area Sales Manager,job title,10,category-test,Area Sales Manager,1652175075310,,
profession-test,_doc,art_director,0.043408982,art_director,Art Director,Giám đốc nghệ thuật,Directeur artistique,job title,10,category-test,Art Director,1652175075310,,
profession-test,_doc,assembler,0.043408982,assembler,Assembler,Người lắp ráp,Assembleur,job title,10,category-test,Assembler,1652175075310,,
profession-test,_doc,assistant,0.043408982,assistant,Assistant,Phụ tá,Assistant,job title,10,category-test,Assistant,1652175075310,,
profession-test,_doc,assistant_controller,0.043408982,assistant_controller,Assistant Controller,Người hỗ trợ điều khiển,assistant contrôleur,job title,10,category-test,Assistant Controller,1652175075310,,
profession-test,_doc,assistant_general_manager,0.043408982,assistant_general_manager,Assistant General Manager,Trợ lý Tổng Giám đốc,Directeur général adjoint,job title,10,category-test,Assistant General Manager,1652175075310,,
profession-test,_doc,assistant_manager,0.043408982,assistant_manager,Assistant Manager,Trợ lý giám đốc,Assistant de direction,job title,10,category-test,Assistant Manager,1652175075310,,
profession-test,_doc,assistant_operations_manager,0.043408982,assistant_operations_manager,Assistant Operations Manager,Trợ lý Giám đốc vận hành,Assistant Operations Manager,job title,10,category-test,Assistant Operations Manager,1652175075310,,
profession-test,_doc,assistant_professor,0.043408982,assistant_professor,Assistant Professor,Trợ lý Giáo sư,Maître assistant,job title,10,category-test,Assistant Professor,1652175075310,,
profession-test,_doc,assistant_project_manager,0.043408982,assistant_project_manager,Assistant Project Manager,Trợ lý quản lý dự án,Assistant du chef de projet,job title,10,category-test,Assistant Project Manager,1652175075310,,
profession-test,_doc,assistant_restaurant_manager,0.043408982,assistant_restaurant_manager,Assistant Restaurant Manager,Assistant Restaurant Manager,Assistant Restaurant Manager,job title,10,category-test,Assistant Restaurant Manager,1652175075310,,
profession-test,_doc,assistant_store_manager,0.043408982,assistant_store_manager,Assistant Store Manager,Assistant Store Manager,Assistant Store Manager,job title,10,category-test,Assistant Store Manager,1652175075310,,
profession-test,_doc,associate_attorney,0.043408982,associate_attorney,Associate Attorney,Phó luật sư,Avocat associé,job title,10,category-test,Associate Attorney,1652175075310,,
profession-test,_doc,associate_brand_manager,0.043408982,associate_brand_manager,Associate Brand Manager,Phó Brand Manager,Directeur associé de la marque,job title,10,category-test,Associate Brand Manager,1652175075310,,
profession-test,_doc,associate_director,0.043408982,associate_director,Associate Director,Phó Giám đốc,Directeur associé,job title,10,category-test,Associate Director,1652175075310,,
profession-test,_doc,associate_general_counsel,0.043408982,associate_general_counsel,Associate General Counsel,Phó Tổng Cố Vấn,Avocat général associé,job title,10,category-test,Associate General Counsel,1652175075310,,
profession-test,_doc,associate_product_manager,0.043408982,associate_product_manager,Associate Product Manager,Phó Giám đốc sản phẩm,Chef de produit associé,job title,10,category-test,Associate Product Manager,1652175075310,,
profession-test,_doc,associate_researcher,0.043408982,associate_researcher,Associate Researcher,Cộng sự nhà nghiên cứu,Chercheur associé,job title,10,category-test,Associate Researcher,1652175075310,,
profession-test,_doc,attendant,0.043408982,attendant,Attendant,Tiếp viên,Préposé,job title,10,category-test,Attendant,1652175075310,,
profession-test,_doc,research_analyst,0.043408982,research_analyst,Research Analyst,Nhà phân tích nghiên cứu,Analyste de recherche,job title,10,category-test,Research Analyst,1652175075310,,
profession-test,_doc,research_and_development_engineer,0.043408982,research_and_development_engineer,Research and Development Engineer,Kĩ sư nghiên cứu và phát triển,Ingénieur de recherche et développement,job title,10,category-test,Research and Development Engineer,1652175075310,,
profession-test,_doc,research_assistant,0.043408982,research_assistant,Research Assistant,Trợ lý nghiên cứu,Assistant de recherche,job title,10,category-test,Research Assistant,1652175075310,,
profession-test,_doc,researcher,0.043408982,researcher,Researcher,Nghiên cứu viên,Chercheur,job title,10,category-test,Researcher,1652175075310,,
profession-test,_doc,respiratory_therapist,0.043408982,respiratory_therapist,Respiratory Therapist,Bác sĩ chuyên khoa hô hấp,Thérapeute de la respiration,job title,10,category-test,Respiratory Therapist,1652175075310,,
profession-test,_doc,restaurant_general_manager,0.043408982,restaurant_general_manager,Restaurant General Manager,Nhà hàng Tổng Giám đốc,Restaurant General Manager,job title,10,category-test,Restaurant General Manager,1652175075310,,
profession-test,_doc,restaurant_manager,0.043408982,restaurant_manager,Restaurant Manager,Quản lý nhà hàng,Gérant de restaurant,job title,10,category-test,Restaurant Manager,1652175075310,,
profession-test,_doc,restaurant_specialist,0.043408982,restaurant_specialist,Restaurant Specialist,Chuyên Restaurant,Spécialiste des restaurants,job title,10,category-test,Restaurant Specialist,1652175075310,,
profession-test,_doc,restaurant_worker,0.043408982,restaurant_worker,Restaurant Worker,Nhân viên nhà hàng,restaurant travailleur,job title,10,category-test,Restaurant Worker,1652175075310,,
profession-test,_doc,retail_assistant,0.043408982,retail_assistant,Retail Assistant,Trợ lý bán lẻ,Retail assistant,job title,10,category-test,Retail Assistant,1652175075310,,
profession-test,_doc,retail_associate,0.043408982,retail_associate,Retail Associate,Phó bán lẻ,associé au détail,job title,10,category-test,Retail Associate,1652175075310,,
profession-test,_doc,retail_merchandiser,0.043408982,retail_merchandiser,Retail Merchandiser,Merchandiser bán lẻ,Retail Merchandiser,job title,10,category-test,Retail Merchandiser,1652175075310,,
profession-test,_doc,retail_sales_consultant,0.043408982,retail_sales_consultant,Retail Sales Consultant,Tư vấn bán hàng bán lẻ,Retail Sales Consultant,job title,10,category-test,Retail Sales Consultant,1652175075310,,
profession-test,_doc,retail_sales_specialist,0.043408982,retail_sales_specialist,Retail Sales Specialist,Chuyên Doanh thu bán lẻ,Spécialiste des ventes au détail,job title,10,category-test,Retail Sales Specialist,1652175075310,,
profession-test,_doc,retail_salesperson,0.043408982,retail_salesperson,Retail Salesperson,Người bán lẻ,Vendeur au détail,job title,10,category-test,Retail Salesperson,1652175075310,,
profession-test,_doc,retail_specialist,0.043408982,retail_specialist,Retail Specialist,Chuyên bán lẻ,Spécialiste de détail,job title,10,category-test,Retail Specialist,1652175075310,,
profession-test,_doc,retail_store_manager,0.043408982,retail_store_manager,Retail Store Manager,Retail Store Manager,Directeur de magasin de détail,job title,10,category-test,Retail Store Manager,1652175075310,,
profession-test,_doc,risk_analyst,0.043408982,risk_analyst,Risk Analyst,Chuyên viên phân tích rủi ro,Analyste des risques,job title,10,category-test,Risk Analyst,1652175075310,,
profession-test,_doc,room_attendant,0.043408982,room_attendant,Room Attendant,Attendant phòng,Room Attendant,job title,10,category-test,Room Attendant,1652175075310,,
profession-test,_doc,planner,0.043408982,planner,Planner,Hoạch định viên,Planificateur,job title,10,category-test,Planner,1652175075310,,
profession-test,_doc,plant_manager,0.043408982,plant_manager,Plant Manager,Giám đốc nhà máy,Directeur de l'usine,job title,10,category-test,Plant Manager,1652175075310,,
profession-test,_doc,plumber,0.043408982,plumber,Plumber,thợ hàn chì,Plombier,job title,10,category-test,Plumber,1652175075310,,
profession-test,_doc,solutions_architect,0.043408982,solutions_architect,Solutions Architect,Kiến trúc sư giải pháp,Architecte Solutions,job title,10,category-test,Solutions Architect,1652175075310,,
profession-test,_doc,solutions_engineer,0.043408982,solutions_engineer,Solutions Engineer,giải pháp Kỹ sư,Ingénieur Solutions,job title,10,category-test,Solutions Engineer,1652175075310,,
profession-test,_doc,sous_chef,0.043408982,sous_chef,Sous Chef,Phó bếp,Sous-chef,job title,10,category-test,Sous Chef,1652175075310,,
profession-test,_doc,special_agent,0.043408982,special_agent,Special Agent,Agent đặc biệt,Agent spécial,job title,10,category-test,Special Agent,1652175075310,,
profession-test,_doc,special_education_teacher,0.043408982,special_education_teacher,Special Education Teacher,Giáo viên giáo dục đặc biệt,Professeur d'éducation spéciale,job title,10,category-test,Special Education Teacher,1652175075310,,
profession-test,_doc,specialist,0.043408982,specialist,Specialist,Chuyên gia,Spécialiste,job title,10,category-test,Specialist,1652175075310,,
profession-test,_doc,speech_language_pathologist,0.043408982,speech_language_pathologist,Speech Language Pathologist,Speech Language chuyên viên chỉnh,Patologiste du langage oral,job title,10,category-test,Speech Language Pathologist,1652175075310,,
profession-test,_doc,speech_pathologist,0.043408982,speech_pathologist,Speech Pathologist,Chuyên viên Chỉnh Ngôn,orthophoniste,job title,10,category-test,Speech Pathologist,1652175075310,,
profession-test,_doc,sql_developer,0.043408982,sql_developer,SQL Developer,SQL Developer,développeur SQL,job title,10,category-test,SQL Developer,1652175075310,,
profession-test,_doc,staff_accountant,0.043408982,staff_accountant,Staff Accountant,Kế toán viên,comptable personnel,job title,10,category-test,Staff Accountant,1652175075310,,
profession-test,_doc,staff_software_engineer,0.043408982,staff_software_engineer,Staff Software Engineer,Kỹ sư phần mềm,Ingénieur logiciel du personnel,job title,10,category-test,Staff Software Engineer,1652175075310,,
profession-test,_doc,patient_care_technician,0.043408982,patient_care_technician,Patient Care Technician,Kỹ thuật viên chăm sóc bệnh nhân,Technicien de soins aux patients,job title,10,category-test,Patient Care Technician,1652175075310,,
profession-test,_doc,payroll_specialist,0.043408982,payroll_specialist,Payroll Specialist,Chuyên Payroll,Spécialiste de la paie,job title,10,category-test,Payroll Specialist,1652175075310,,
profession-test,_doc,personal_assistant,0.043408982,personal_assistant,Personal Assistant,Trợ lý riêng,Assistant personnel,job title,10,category-test,Personal Assistant,1652175075310,,
profession-test,_doc,pharmacist,0.043408982,pharmacist,Pharmacist,Dược sĩ,Pharmacien,job title,10,category-test,Pharmacist,1652175075310,,
profession-test,_doc,pharmacy_technician,0.043408982,pharmacy_technician,Pharmacy Technician,Kỹ thuật viên dược,Préparateur en pharmacie,job title,10,category-test,Pharmacy Technician,1652175075310,,
profession-test,_doc,teacher,0.043408982,teacher,Teacher,Giáo viên,Enseignant,job title,10,category-test,Teacher,1652175075310,,
profession-test,_doc,teacher_assistant,0.043408982,teacher_assistant,Teacher Assistant,Teacher Assistant,professeur adjoint,job title,10,category-test,Teacher Assistant,1652175075310,,
profession-test,_doc,team_lead,0.043408982,team_lead,Team Lead,Trưởng nhóm,Chef d'équipe,job title,10,category-test,Team Lead,1652175075310,,
profession-test,_doc,technical_account_manager,0.043408982,technical_account_manager,Technical Account Manager,Quản lý tài khoản kỹ thuật,Gestionnaire de compte technique,job title,10,category-test,Technical Account Manager,1652175075310,,
profession-test,_doc,technical_program_manager,0.043408982,technical_program_manager,Technical Program Manager,Giám đốc chương trình kỹ thuật,Programme technique,job title,10,category-test,Technical Program Manager,1652175075310,,
profession-test,_doc,technical_project_manager,0.043408982,technical_project_manager,Technical Project Manager,Quản lý dự án kỹ thuật,Chef de projet technique,job title,10,category-test,Technical Project Manager,1652175075310,,
